ID,Maker,Genmodel,Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date,value
25703,Chrysler,300C,17_1,2018,2,Black,2007.0,Saloon,57780,3.0L,Automatic,Diesel,6000.0,5.0,4.0,Radiator Leaking,0,4,2018-02-04,3,240.0,6.0,2018-02-05,5.699.185.843.869.150
22404,Ford,Kuga,29_25,2018,8,Gelb,2015.0,SUV,26314,2.0L,Manual,Diesel,11990.0,5.0,5.0,Brake Pads Worn,0,25,2018-08-25,1,45.995,2.0,2018-08-25,11.386.885.595.502.800
42209,Ford,Mondeo,29_27,2018,5,Blue,2015.0,Estate,40000,2.0L,Manual,Diesel,11995.0,5.0,5.0,Steering Wheel Shaking,0,21,2018-05-21,1,31.995,1.0,2018-05-21,11.391.695.626.229.100
1177,Ford,Kuga,29_25,2018,8,Blue,2009.0,SUV,54000,2.0L,Manual,Diesel,8000.0,5.0,5.0,Warning Light,0,22,2018-08-22,1,260.0,9.0,2018-08-24,7.599.861.286.180.760
45738,Ford,Mondeo,29_27,2018,1,Silver,2005.0,Hatchback,77000,2.2L,Manual,still_Diesel_but_you_found_an_easteregg,3290.0,5.0,5.0,Gear Box Issue,0,17,2018-01-17,1,72.9,2.0,2018-01-17,3.129.023.119.841.120
25708,Ford,Mondeo,29_27,2018,5,Silver,2015.0,Hatchback,71410,2.0L,Manual,Diesel,10500.0,5.0,5.0,Steering Wheel Shaking,0,8,2018-05-08,1,30.5,1.0,2018-05-08,9.974.383.913.222.270
22748,Citroen,C4,18_12,2018,1,White,2017.0,Hatchback,1421,1.2L,Manual,Petrol,10999.0,5.0,0.0,Excessive Emissions,0,14,2018-01-14,2,498.991,2.0,2018-01-14,10.447.919.772.505.600
6287,Fiat,500C,28_3,2018,8,Pink,2013.0,Convertible,35000,1.2L,Automatic,Petrol,7990.0,4.0,2.0,Radiator Leaking,0,2,2018-08-02,1,-199.8,2.0,2018-08-02,7.595.701.154.954.160
39219,Hyundai,i30,36_10,2018,5,Silver,2010.0,Estate,29800,1.6L,Automatic,Petrol,5095.0,5.0,5.0,Warning Light,0,1,2018-05-01,1,230.95,9.0,2018-05-03,4.835.930.909.055.270
30623,Bentley,Continental,10_5,2018,2,Silver,2011.0,Coupe,40000,6.0L,Automatic,Petrol,64900.0,4.0,2.0,Warning Light,0,10,2018-02-10,3,1189.0,27.0,2018-02-16,61.656.541.013.956.600
25369,Ford,Focus C-Max,29_15,2018,8,Silver,2004.0,MPV,138000,1.6L,Manual,Diesel,650.0,5.0,5.0,Engine Issue,2,18,2018-08-18,1,417.5,16.0,2018-08-22,6.151.775.616.663.410
15729,Honda,Jazz,34_11,2018,3,Orange,2016.0,Hatchback,15100,1.3L,Manual,Petrol,13995.0,5.0,5.0,Brake Pads Worn,0,26,2018-03-26,1,469.975,2.0,2018-03-26,13.304.780.179.630.400
34329,Fiat,Grande Punto,28_15,2018,5,Blue,2007.0,Hatchback,40000,1.4L,Manual,Petrol,2480.0,4.0,3.0,Warning Light,0,1,2018-05-01,1,204.8,9.0,2018-05-03,236.054.749.572.067
30096,Ford,Ka,29_23,2018,5,Gelb,2015.0,Hatchback,24850,1.2L,Manual,Petrol,4410.0,4.0,3.0,Flat Tyres,0,17,2018-05-17,1,21.323,1.0,2018-05-17,419.355.214.595.785
44485,Ford,S-Max,29_31,2018,7,Blue,2007.0,MPV,83063,2.0L,Manual,Diesel,4595.0,7.0,5.0,Starter Motor Issue,0,3,2018-07-03,1,105.95,3.0,2018-07-03,4.365.882.996.333.790
8172,Ford,Fiesta,29_13,2018,8,Red,2007.0,Hatchback,73866,1.25L,Manual,Petrol,1295.0,5.0,3.0,Starter Motor Issue,0,7,2018-08-07,1,72.95,3.0,2018-08-07,12.286.752.540.368.800
38459,Ford,Focus C-Max,29_15,2018,8,Red,2006.0,MPV,78690,1.6L,Manual,Petrol,2000.0,5.0,5.0,Steering Wheel Shaking,0,13,2018-08-13,1,22.0,1.0,2018-08-13,19.036.389.205.879.500
7115,Honda,FR-V,34_7,2018,7,Blue,2006.0,MPV,135000,2.2L,Manual,Diesel,2495.0,6.0,5.0,Alternator Failing,0,27,2018-07-27,1,-89.9,2.0,2018-07-27,2.367.283.004.154.110
47554,Ferrari,488,27_7,2018,8,Grey,2016.0,Coupe,8323,3.9L,Automatic,Petrol,196590.0,2.0,2.0,Flat Tyres,0,25,2018-08-25,3,118.977,3.0,2018-08-25,1.867.573.726.855.900
30197,Citroen,C4 Picasso,18_14,2018,6,Silver,2016.0,MPV,9690,1.6L,Automatic,Diesel,13995.0,5.0,5.0,Sensor Malfunction,0,25,2018-06-25,2,819.75,6.0,2018-06-26,1.329.526.329.569.910
8312,Ford,Ka,29_23,2017,12,Gelb,2004.0,Hatchback,24567,1.3L,Manual,Petrol,1499.0,4.0,3.0,Tyre Alignment,0,5,2017-12-05,1,10.1499,0.5,2017-12-05,14.334.682.644.594.700
43783,DS,3 Cabrio,21_2,2018,1,Yellow,2015.0,Convertible,6699,1.2L,Manual,Petrol,8490.0,5.0,2.0,Gear Box Issue,0,11,2018-01-11,2,6.788.427.802.143.730,4.0,2018-01-12,8.062.192.788.203.620
34227,Dacia,Duster,22_1,2018,7,White,2013.0,SUV,35101,1.5L,Manual,Diesel,6177.0,5.0,5.0,Gear Box Issue,0,13,2018-07-13,1,101.77,2.0,2018-07-13,5.873.052.118.476.420
19801,Dacia,Duster,22_1,2018,7,Blue,2013.0,SUV,55677,1.5L,Manual,Diesel,6499.0,5.0,5.0,Transmission Issue,1,28,2018-07-28,1,99.497,4.0,2018-07-29,6.175.760.687.931.890
35423,Ford,Streetka,29_32,2017,11,Blue,2003.0,Convertible,71000,1.6L,Manual,Petrol,850.0,2.0,2.0,Tyre Alignment,0,27,2017-11-27,1,10.085,0.5,2017-11-27,803.376.384.356.024
25060,Citroen,C4 Picasso,18_14,2018,8,Black,2016.0,MPV,45651,1.6L,Manual,Diesel,9300.0,5.0,5.0,Excessive Emissions,0,13,2018-08-13,2,48.37,2.0,2018-08-13,8.834.880.629.018.840
53390,Citroen,C3,18_8,202,12,Grey,2019.0,Hatchback,8869,1.2L,Manual,Petrol,9999.0,5.0,5.0,Engine Issue,1,10,2020-12-10,2,2319.8,16.0,2020-12-14,950.165.215.346.176
21958,Honda,CR-V,34_3,2018,8,Blue,2012.0,SUV,60466,2.2L,Manual,Diesel,12300.0,5.0,5.0,Alternator Failing,0,17,2018-08-17,1,286.0,2.0,2018-08-17,11.687.439.347.566.100
49211,Citroen,C4 Cactus,18_13,2018,5,Silver,2018.0,Hatchback,20,1.6L,Manual,Diesel,13930.0,5.0,5.0,Radiator Leaking,0,9,2018-05-09,2,358.6,4.0,2018-05-10,1.323.561.363.460.930
22434,Fiat,500,28_2,2018,7,Blue,2012.0,Hatchback,43000,0.9L,Manual,Petrol,4750.0,4.0,3.0,Warning Light,0,27,2018-07-27,1,227.5,9.0,2018-07-29,4.517.738.615.605.200
51453,Fiat,Grande Punto,28_15,2018,3,Blue,2006.0,Hatchback,64000,1.4L,Manual,Petrol,1699.0,5.0,5.0,Transmission Issue,3,10,2018-03-10,1,175.291,8.0,2018-03-12,16.166.115.275.842.800
28605,Dacia,Duster,22_1,2021,2,White,2019.0,SUV,10175,1.3L,Manual,Petrol,13250.0,5.0,5.0,Radiator Leaking,0,3,2021-02-03,1,305.0,2.0,2021-02-03,1.258.776.010.397.620
3484,Ford,Ranger,29_30,2018,5,Gelb,2017.0,Pickup,11000,3.2L,Manual,Diesel,23500.0,5.0,4.0,Engine Issue,1,7,2018-05-07,1,4860.0,8.0,2018-05-09,2.233.496.585.787.840
7904,Ford,Kuga,29_25,2018,4,White,2013.0,SUV,60000,2.0L,Automatic,Diesel,11000.0,5.0,5.0,Windscreen Crack,0,9,2018-04-09,1,26.6,1.0,2018-04-09,10.457.083.704.578
31010,Ford,Ka,29_23,2018,6,Black,2013.0,Hatchback,31000,1.2L,Manual,Petrol,4900.0,4.0,3.0,Transmission Issue,3,5,2018-06-05,1,204.1,8.0,2018-06-07,4.645.091.633.998.210
53262,Ford,Fiesta,29_13,2018,8,Black,2006.0,Hatchback,75000,1.6L,Manual,Petrol,2295.0,5.0,3.0,Warning Light,0,23,2018-08-23,1,202.95,9.0,2018-08-25,2.184.270.659.493.820
4635,Ford,Ka,29_23,2018,7,White,2013.0,Hatchback,34659,1.2L,Manual,Petrol,4490.0,4.0,3.0,Alternator Failing,0,8,2018-07-08,1,129.8,2.0,2018-07-08,4.262.545.659.300.060
52047,Ford,Fiesta,29_13,2018,8,White,2016.0,Hatchback,63160,1.0L,Manual,Petrol,7500.0,5.0,5.0,Excessive Emissions,0,4,2018-08-04,1,-26.75,1.0,2018-08-04,7.126.831.370.441.010
24769,Chevrolet,Captiva,16_5,2018,8,Black,2012.0,SUV,89000,2.2L,Automatic,Diesel,7950.0,7.0,5.0,Excessive Emissions,0,18,2018-08-18,1,27.155,1.0,2018-08-18,7.554.329.211.663.860
48119,Citroen,DS4,21_3,2018,4,Silver,2015.0,Hatchback,32415,2.0L,Manual,Diesel,9985.0,5.0,5.0,Starter Motor Issue,0,26,2018-04-26,2,7.091.208.299.709.000,6.0,2018-04-27,948.658.866.754.948
4343,Ford,Focus,29_14,2018,4,Gelb,2012.0,Hatchback,47301,2.0L,Automatic,Diesel,7305.0,5.0,5.0,Sensor Malfunction,0,19,2018-04-19,1,-425.25,3.0,2018-04-19,6.935.100.124.146.060
12741,Ford,Kuga,29_25,2018,5,Silver,2009.0,SUV,54000,2.0L,Manual,Diesel,7491.0,5.0,5.0,Radiator Leaking,0,28,2018-05-28,1,189.82,2.0,2018-05-28,7.111.684.738.495.660
30617,Citroen,C5,18_15,2018,5,Grey,2009.0,Saloon,78486,2.0L,Automatic,Diesel,3600.0,5.0,4.0,Warning Light,0,21,2018-05-21,2,396.0,18.0,2018-05-25,3.415.956.978.353.060
22312,Ford,Kuga,29_25,2018,6,Green,2015.0,SUV,24535,2.0L,Manual,Diesel,13670.0,5.0,5.0,Electrical Issue,1,18,2018-06-18,1,53.67,2.0,2018-06-18,12.989.788.650.211.800
28104,Citroen,DS4,21_3,2018,4,Grey,2012.0,Hatchback,49700,1.6L,Manual,Petrol,6989.0,5.0,5.0,Electrical Issue,1,15,2018-04-15,2,86.989,4.0,2018-04-16,6.641.580.277.331.250
15330,Honda,Jazz,34_11,2018,8,Green,2003.0,Hatchback,112000,1.4L,Manual,Petrol,795.0,5.0,5.0,Excessive Emissions,0,21,2018-08-21,1,-207.155,1.0,2018-08-21,7.502.889.809.212.440
48652,Ford,Focus C-Max,29_15,2017,12,Silver,2007.0,MPV,86000,2.0L,Automatic,Petrol,1695.0,5.0,5.0,Gear Box Issue,0,3,2017-12-03,1,56.95,2.0,2017-12-03,16.095.208.707.203.900
49535,Ford,C-Max,29_2,2018,8,Blue,2008.0,MPV,85796,1.6L,Manual,Petrol,1895.0,5.0,5.0,Sensor Malfunction,0,16,2018-08-16,1,154.75,3.0,2018-08-16,1.810.635.137.102.880
37046,Ford,B-Max,29_1,2017,12,Red,2014.0,MPV,22000,1.0L,Manual,Petrol,9000.0,5.0,5.0,Tyre Alignment,0,25,2017-12-25,1,10.9,0.5,2017-12-25,8.552.933.815.292.810
39574,Ford,Mondeo,29_27,2018,7,Grey,2015.0,Hatchback,66127,1.6L,Manual,Diesel,8931.0,5.0,5.0,Starter Motor Issue,0,7,2018-07-07,1,8.325.712.798.706.830,3.0,2018-07-07,8.478.699.707.248.920
21058,Honda,CR-V,34_3,2018,4,White,2013.0,SUV,23624,2.0L,Manual,Petrol,12799.0,5.0,5.0,Electrical Issue,1,17,2018-04-17,1,52.799,2.0,2018-04-17,12.151.342.707.364.500
8098,Fiat,500,28_2,2018,8,Blue,2014.0,Hatchback,48707,1.2L,Manual,Petrol,4421.0,4.0,3.0,Transmission Issue,1,4,2018-08-04,1,93.263,4.0,2018-08-05,4.206.341.460.153.500
33416,Ford,Focus,29_14,2018,6,White,2008.0,Hatchback,66000,2.5L,Manual,Petrol,7995.0,5.0,3.0,Sensor Malfunction,0,26,2018-06-26,1,-459.75,3.0,2018-06-26,7.591.829.047.717.660
24164,Fiat,500,28_2,2018,6,Red,2012.0,Hatchback,37000,0.9L,Manual,Petrol,3290.0,4.0,3.0,Sensor Malfunction,0,21,2018-06-21,1,224.5,3.0,2018-06-21,3.126.991.877.289.400
23852,Honda,Civic,34_2,2018,2,Blue,2014.0,Hatchback,22310,1.4L,Manual,Petrol,8500.0,5.0,5.0,Windscreen Crack,0,14,2018-02-14,1,25.1,1.0,2018-02-14,8.071.340.536.954.570
3326,Honda,HR-V,34_8,2018,8,Blue,2015.0,SUV,23732,1.6L,Manual,Diesel,14300.0,5.0,5.0,Tyre Alignment,0,7,2018-08-07,1,11.43,0.5,2018-08-07,13.572.484.347.859.800
49898,Ford,Mondeo,29_27,2018,8,Silver,2011.0,Estate,71100,2.0L,Manual,Diesel,5000.0,5.0,5.0,Radiator Leaking,0,19,2018-08-19,1,6.049.511.652.101.870,2.0,2018-08-19,4.751.493.067.729.800
11049,Citroen,C3,18_8,2018,7,Silver,2010.0,Hatchback,54713,1.4L,Manual,Petrol,4300.0,5.0,5.0,Radiator Leaking,0,2,2018-07-02,2,7.576.751.982.129.280,4.0,2018-07-03,4.086.003.063.389.230
37720,Citroen,C4 Picasso,18_14,2018,7,Blue,2011.0,MPV,72000,1.6L,Manual,Diesel,3999.0,5.0,5.0,Starter Motor Issue,0,18,2018-07-18,2,-159.99,6.0,2018-07-19,3.800.227.826.758.870
11140,Ford,Mondeo,29_27,2018,4,Black,2017.0,Hatchback,8459,2.0L,Automatic,Diesel,19995.0,5.0,5.0,Sensor Malfunction,0,10,2018-04-10,1,630.787.853.013.175,3.816.557.135.005.250,2018-05-04,18.991.767.762.557.500
47557,Ford,Fiesta,29_13,2018,8,Brown,2015.0,Hatchback,14035,1.25L,Manual,Petrol,8000.0,5.0,5.0,Alternator Failing,0,20,2018-08-20,1,200.0,2.0,2018-08-20,7.599.602.317.003.030
20944,Citroen,C4 Cactus,18_13,2018,5,White,2015.0,Hatchback,15003,1.2L,Manual,Petrol,8300.0,5.0,5.0,Tyre Alignment,0,23,2018-05-23,2,20.83,1.0,2018-05-23,7.890.067.347.929.730
24122,Fiat,500,28_2,2018,7,Red,2013.0,Hatchback,35000,1.2L,Manual,Petrol,5695.0,4.0,3.0,Alternator Failing,0,20,2018-07-20,1,153.9,2.0,2018-07-20,5.406.306.794.518.320
16517,Fiat,500,28_2,2018,8,Beige,2014.0,Hatchback,43000,1.2L,Manual,Petrol,4891.0,4.0,3.0,Brake Pads Worn,0,22,2018-08-22,1,424.455,2.0,2018-08-22,4.650.222.358.173.310
32466,Fiat,500X,28_5,2021,1,Black,2019.0,SUV,5157,1.3L,Automatic,Petrol,15995.0,5.0,5.0,Electrical Issue,2,8,2021-01-08,1,41.99,0.5,2021-01-08,1.520.475.974.682.230
44357,Ford,Fiesta,29_13,2018,8,Orange,2017.0,Hatchback,530,1.0L,Automatic,Petrol,17995.0,5.0,5.0,Starter Motor Issue,0,13,2018-08-13,1,239.95,3.0,2018-08-13,17.090.976.720.715.900
52114,Ford,Fiesta,29_13,2018,5,Black,2015.0,Hatchback,33224,1.25L,Manual,Petrol,7390.0,5.0,5.0,Tyre Alignment,0,6,2018-05-06,1,10.739,0.5,2018-05-06,7.023.857.114.295.430
14493,Ford,Focus,29_14,2018,5,Red,2018.0,Hatchback,97,2.3L,Manual,Petrol,37750.0,5.0,5.0,Tyre Alignment,0,28,2018-05-28,1,5.230.449.019.056.070,4.284.749.701.888.810,2018-06-07,3.586.661.480.190.220
23758,Honda,CR-V,34_3,2018,8,Red,2016.0,SUV,5336,1.6L,Manual,Diesel,15999.0,5.0,5.0,Engine Issue,3,4,2018-08-04,1,-1839.9,12.0,2018-08-07,15.196.853.444.271.900
24962,Ford,C-Max,29_2,2018,5,Black,2013.0,MPV,33841,1.0L,Manual,Petrol,10998.0,5.0,5.0,Electrical Issue,3,17,2018-05-17,1,7.499.000.000.000.000,1.0,2018-05-17,10.444.400.761.723.700
23494,Honda,Jazz,34_11,2018,7,Red,2017.0,Hatchback,390,1.3L,Manual,Petrol,11300.0,5.0,5.0,Windscreen Crack,0,7,2018-07-07,1,13.437.296.987.211.300,9.520.618.076.687.390,2018-07-30,10.737.161.418.829.000
22378,Ford,Galaxy,29_19,2018,3,Silver,2012.0,MPV,51469,2.0L,Manual,Diesel,10990.0,7.0,5.0,Radiator Leaking,0,14,2018-03-14,1,259.8,2.0,2018-03-14,10.440.498.841.875.800
22991,Ford,Mondeo,29_27,2018,5,Gelb,2017.0,Hatchback,245,2.0L,Manual,Diesel,19979.0,5.0,5.0,Transmission Issue,3,19,2018-05-19,1,339.811,8.0,2018-05-21,18.981.937.710.113.300
39474,Ford,Focus,29_14,2018,5,Gelb,2013.0,Hatchback,45393,2.0L,Manual,Petrol,12850.0,5.0,5.0,Sensor Malfunction,0,7,2018-05-07,1,702.5,3.0,2018-05-07,12.212.363.053.780.600
30998,Fiat,500,28_2,2018,8,White,2008.0,Hatchback,61043,1.2L,Manual,Petrol,2150.0,4.0,3.0,Flat Tyres,0,2,2018-08-02,1,20.645,1.0,2018-08-02,20.447.932.674.795.900
1467,Ford,Focus,29_14,2021,5,Black,2019.0,Hatchback,15543,1.0L,Manual,Petrol,13990.0,5.0,5.0,Radiator Leaking,0,27,2021-05-27,1,-319.8,2.0,2021-05-27,13.285.482.195.979.000
17975,Fiat,500,28_2,2018,5,White,2017.0,Hatchback,5063,1.2L,Manual,Petrol,7995.0,4.0,3.0,Brake Pads Worn,0,19,2018-05-19,1,439.975,2.0,2018-05-19,7.601.381.480.432.060
1071,Ford,Kuga,29_25,2018,8,Silver,2010.0,SUV,49842,2.0L,Manual,Diesel,9599.0,5.0,5.0,Flat Tyres,0,6,2018-08-06,1,228.797,1.0,2018-08-06,9.115.889.482.264.080
4989,Citroen,C3,18_8,2021,4,Grey,2019.0,Hatchback,15862,1.2L,Manual,Petrol,10544.0,5.0,5.0,Electrical Issue,1,18,2021-04-18,2,90.544,4.0,2021-04-19,10.015.708.231.690.100
35289,Citroen,C4,18_12,2018,8,Black,2007.0,Hatchback,96089,1.6L,Manual,Petrol,1085.0,20.0,3.0,Flat Tyres,0,8,2018-08-08,2,403.255,2.0,2018-08-08,10.311.671.685.040.300
21877,Ford,EcoSport,29_4,2018,5,Black,2015.0,SUV,51000,1.5L,Manual,Diesel,8499.0,5.0,5.0,Engine Issue,2,26,2018-05-26,1,1594.85,16.0,2018-05-30,8.077.303.373.046.520
36984,Citroen,Grand C4 Picasso,18_24,2018,4,Blue,2013.0,MPV,25107,1.6L,Manual,Diesel,9495.0,7.0,5.0,Electrical Issue,2,9,2018-04-09,2,38.99,1.0,2018-04-09,9.011.911.356.613.530
24301,Ford,Ka,29_23,2018,7,Black,2012.0,Hatchback,51407,1.2L,Manual,Petrol,4395.0,4.0,3.0,Gear Box Issue,0,6,2018-07-06,1,-83.95,2.0,2018-07-06,4.180.483.072.070.690
28742,Citroen,Grand C4 Picasso,18_24,2018,5,Grey,2007.0,MPV,109231,1.6L,Manual,Diesel,2395.0,7.0,5.0,Gear Box Issue,0,12,2018-05-12,2,103.95,4.0,2018-05-13,22.816.355.707.982.000
17604,Citroen,C3,18_8,2018,7,Grey,2017.0,Hatchback,18407,1.2L,Manual,Petrol,8667.0,5.0,5.0,Excessive Emissions,0,20,2018-07-20,2,478.003,2.0,2018-07-20,8.228.567.922.828.850
28258,Ford,Focus,29_14,2018,8,Red,2007.0,Hatchback,80000,1.8L,Manual,Diesel,1950.0,5.0,5.0,Electrical Issue,4,22,2018-08-22,1,45.85,2.0,2018-08-22,1.847.207.597.388.950
8634,Fiat,500,28_2,2018,8,Green,2014.0,Hatchback,12040,1.2L,Manual,Petrol,6950.0,4.0,3.0,Warning Light,0,1,2018-08-01,1,249.5,9.0,2018-08-03,6.603.807.631.224.930
5957,Ford,Mondeo,29_27,2018,7,Grey,2011.0,Hatchback,94000,2.0L,Automatic,Diesel,3995.0,5.0,5.0,Engine Issue,3,4,2018-07-04,1,639.5,12.0,2018-07-07,3.788.114.910.556.360
29240,Ford,Kuga,29_25,2018,4,Gelb,2017.0,SUV,8477,2.0L,Manual,Diesel,21000.0,5.0,5.0,Engine Issue,3,12,2018-04-12,1,-2340.0,12.0,2018-04-15,1.995.726.638.559.460
11813,Ford,Focus,29_14,2021,4,Grey,2019.0,Hatchback,9068,1.0L,Manual,Petrol,15295.0,5.0,5.0,Windscreen Crack,0,12,2021-04-12,1,-29.177,1.0,2021-04-12,14.528.529.421.741.400
27851,Bentley,Continental,10_5,2017,10,Silver,2009.0,Coupe,13600,6.0L,Automatic,Petrol,43988.0,4.0,2.0,Engine Issue,4,7,2017-10-07,3,2799.4,30.0,2017-10-14,41.783.916.101.725.800
38467,Ford,Fiesta,29_13,2018,4,Blue,2001.0,Hatchback,39000,1.3L,Manual,Petrol,925.0,5.0,3.0,Starter Motor Issue,0,28,2018-04-28,1,69.25,3.0,2018-04-28,8.834.359.800.961.780
15864,Ford,Focus,29_14,2018,7,Black,2005.0,Hatchback,70000,1.6L,Automatic,Petrol,2495.0,5.0,5.0,Windscreen Crack,0,25,2018-07-25,1,21.497,1.0,2018-07-25,23.729.389.891.276.000
23961,Ford,Grand C-Max,29_20,2018,3,White,2016.0,MPV,17103,1.5L,Manual,Diesel,13599.0,7.0,5.0,Windscreen Crack,0,27,2018-03-27,1,281.594,1.0,2018-03-27,12.919.451.943.879.800
16916,Citroen,C2,18_7,2018,8,Black,2007.0,Hatchback,91000,1.6L,Manual,Petrol,800.0,4.0,3.0,Alternator Failing,0,9,2018-08-09,2,96.0,4.0,2018-08-10,7.552.752.692.193.910
11383,Daihatsu,Copen,24_3,2017,12,Silver,2003.0,Convertible,53808,0.66L,Manual,Petrol,2290.0,2.0,2.0,Warning Light,0,24,2017-12-24,3,562.9,27.0,2017-12-30,2.176.209.753.017.820
27323,Ford,Focus,29_14,2018,6,Black,2011.0,Hatchback,53000,1.6L,Manual,Diesel,5818.0,5.0,5.0,Windscreen Crack,0,1,2018-06-01,1,234.908,1.0,2018-06-01,5.518.611.567.177.620
10626,Ford,Focus,29_14,2018,5,Gelb,2016.0,Estate,29610,1.5L,Manual,still_Diesel_but_you_found_an_easteregg,11646.0,5.0,5.0,Sensor Malfunction,0,18,2018-05-18,1,6.423.000.000.000.000,3.0,2018-05-18,11.072.234.163.521.600
52546,Ford,Mondeo,29_27,2018,5,Grey,2011.0,Estate,80000,2.0L,Manual,Diesel,6989.0,5.0,5.0,Starter Motor Issue,0,11,2018-05-11,1,129.89,3.0,2018-05-11,663.362.418.150.622
29682,Dacia,Sandero Stepway,22_4,2018,1,Gelb,2014.0,Hatchback,50000,1.5L,Manual,Diesel,5950.0,5.0,5.0,Tyre Alignment,0,28,2018-01-28,1,10.595,0.5,2018-01-28,5.657.207.079.793.570
42461,Ferrari,488,27_7,2018,8,Red,2017.0,Convertible,4756,3.9L,Automatic,Petrol,259000.0,2.0,2.0,Windscreen Crack,0,13,2018-08-13,3,-215.4,3.0,2018-08-13,2.460.432.906.920.990
5745,Ford,Grand C-Max,29_20,2018,5,Red,2017.0,MPV,2489,1.0L,Manual,Petrol,16997.0,5.0,5.0,Alternator Failing,0,26,2018-05-26,1,379.94,2.0,2018-05-26,16.140.459.100.949.700
5328,Ford,Kuga,29_25,2018,8,Black,2011.0,SUV,92000,2.0L,Manual,Diesel,7499.0,5.0,5.0,Engine Issue,1,1,2018-08-01,1,-16.598.000.000.000.000,8.0,2018-08-03,7.115.882.622.526.500
30527,Ford,Kuga,29_25,2018,4,Black,2010.0,SUV,33873,2.0L,Automatic,still_Diesel_but_you_found_an_easteregg,9985.0,5.0,5.0,Engine Issue,2,13,2018-04-13,1,8.905.222.696.105.880,6.973.857.033.670.910,2018-04-16,948.692.189.613.957
24902,Ford,Focus,29_14,2018,5,Gelb,2015.0,Hatchback,18511,1.0L,Manual,Petrol,9700.0,5.0,5.0,Electrical Issue,4,26,2018-05-26,1,-69.1,2.0,2018-05-26,9.215.554.534.835.730
3381,Ford,Mondeo,29_27,2018,5,Silver,2017.0,Hatchback,19728,2.0L,Manual,Diesel,16299.0,5.0,5.0,Flat Tyres,0,7,2018-05-07,1,11.218.619.704.937.600,1.0,2018-05-07,15.485.641.535.879.900
8367,DS,4,21_3,2018,5,Grey,2018.0,Hatchback,50,1.2L,Manual,Petrol,15998.0,5.0,5.0,Gear Box Issue,0,15,2018-05-15,2,239.98,4.0,2018-05-16,1.520.025.779.522.520
21223,Ford,Ka,29_23,2018,7,Black,2010.0,Hatchback,34748,1.2L,Manual,Petrol,4491.0,4.0,3.0,Radiator Leaking,0,11,2018-07-11,1,129.82,2.0,2018-07-11,425.399.489.538.055
49658,Ford,Focus,29_14,2021,5,White,2019.0,Hatchback,8290,1.0L,Manual,Petrol,17980.0,5.0,5.0,Gear Box Issue,0,21,2021-05-21,1,-219.8,2.0,2021-05-21,17.075.828.498.236.200
36331,Citroen,DS4,21_3,2018,4,Red,2015.0,Hatchback,46416,1.6L,Manual,Diesel,8460.0,5.0,5.0,Sensor Malfunction,0,1,2018-04-01,2,-543.0,6.0,2018-04-02,8.037.037.456.497.280
36296,Ford,Mustang,29_28,2018,2,Gelb,2018.0,Convertible,10,2.3L,Manual,Petrol,40125.0,17.0,0.0,Engine Issue,1,6,2018-02-06,1,8185.0,8.0,2018-02-08,3.812.562.944.999.900
13672,Ford,B-Max,29_1,2018,5,Black,2014.0,MPV,48363,1.0L,Manual,Petrol,6997.0,5.0,5.0,Starter Motor Issue,0,28,2018-05-28,1,129.97,3.0,2018-05-28,6.651.308.980.181.820
33339,Ford,Mondeo,29_27,2018,3,Grey,2017.0,Hatchback,4385,2.0L,Manual,Diesel,18848.0,5.0,5.0,Gear Box Issue,0,7,2018-03-07,1,228.48,2.0,2018-03-07,17.908.860.222.269.600
49961,Honda,Accord,34_1,2018,4,Green,2001.0,Saloon,143386,2.0L,Manual,Petrol,650.0,5.0,4.0,Sensor Malfunction,0,10,2018-04-10,1,92.5,3.0,2018-04-10,6.193.114.470.213.010
26999,Ford,Mondeo,29_27,2018,3,Gelb,2017.0,Estate,11227,2.0L,Automatic,Petrol,22999.0,5.0,5.0,Electrical Issue,5,14,2018-03-14,1,82.999,3.0,2018-03-14,2.184.738.995.191.630
49355,Ford,Ka,29_23,2018,7,Red,2005.0,Hatchback,60000,1.3L,Manual,Petrol,990.0,5.0,3.0,Electrical Issue,2,23,2018-07-23,1,11.98,0.5,2018-07-23,9.423.722.545.208.110
31564,Ford,Fiesta,29_13,2018,8,White,2016.0,Hatchback,13700,1.25L,Manual,Petrol,5500.0,5.0,3.0,Excessive Emissions,0,9,2018-08-09,1,24.95,1.0,2018-08-09,5.224.468.846.144.450
18466,Ford,Kuga,29_25,2018,2,Grey,2018.0,SUV,10,2.0L,Automatic,Diesel,36855.0,5.0,5.0,Brake Pads Worn,0,11,2018-02-11,1,584.275,2.0,2018-02-11,35.006.888.983.379.800
42564,Ford,Grand C-Max,29_20,2018,4,White,2015.0,Estate,18840,2.0L,Manual,still_Diesel_but_you_found_an_easteregg,10650.0,12.0,0.0,Starter Motor Issue,0,16,2018-04-16,1,-166.5,3.0,2018-04-16,10.110.398.158.215.900
38379,Ford,Fiesta,29_13,2018,8,Silver,2018.0,Hatchback,4285,1.0L,Manual,Petrol,14890.0,5.0,5.0,Alternator Failing,0,24,2018-08-24,1,337.8,2.0,2018-08-24,141.509.135.984.523
